"ORGÃO SUPERIOR DESTINATÁRIO";"ÓRGÃO DESTINATÁRIO";"CNPJ ÓRGÃO DESTINATÁRIO";"FORNECEDOR";"CNPJ DO FORNECEDOR";"MUNICÍPIO DO FORNECEDOR";"CHAVE DA NF-E";"VALOR DA NOTA (R$)";"DATA DA EMISSÃO";"NÚMERO";"SÉRIE";
"Ministério do Planejamento e Orçamento";"Fundação Instituto Brasileiro de Geografia e Estatística";"33.787.094/0034-08";"CALEVI MINERADORA E COMERCIO LTDA";"03.160.007/0001-69";"BRASILIA";"53250603160007000169550010001071091000690837";"796,00";"02/06/2025";"107109";"1";
"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"00.394.544/0210-00";"MILLENIUM COMERCIO SERVICO LTDA";"13.008.903/0001-60";"BELO HORIZONTE";"31250613008903000160550010000059621038231357";"796,00";"02/06/2025";"5962";"1";
"Ministério da Defesa";"Comando da Marinha";"00.394.502/0545-89";"CVR CENTRAL ENGENHARIA LTDA";"57.225.415/0001-80";"FERNANDOPOLIS";"35250657225415000180550010000001471311853812";"796,99";"02/06/2025";"147";"1";
"Ministério da Defesa";"Comando do Exército";"09.633.974/0001-87";"FAL COMERCIO DE ALIMENTOS E EQUIPAMENTOS EIRELI";"09.219.009/0001-62";"CRUZ ALTA";"43250609219009000162550000000321361906544520";"797,20";"02/06/2025";"32136";"0";
"Ministério da Defesa";"Comando do Exército";"09.633.974/0001-87";"FAL COMERCIO DE ALIMENTOS E EQUIPAMENTOS EIRELI";"09.219.009/0001-62";"CRUZ ALTA";"43250609219009000162550000000321351383686750";"797,20";"02/06/2025";"32135";"0";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"00.394.494/0040-42";"REAL JG SERVICOS GERAIS EIRELI";"08.247.960/0001-62";"BRASILIA";"53250608247960000162550030000031911000008027";"797,25";"03/06/2025";"3191";"3";
"Ministério da Defesa";"Comando do Exército";"09.585.272/0001-75";"REFISERVI REFEICOES INDUSTRIAIS LTDA";"73.373.243/0001-49";"RIO DE JANEIRO";"33250673373243000149550010000718651513941808";"797,25";"02/06/2025";"71865";"1";
"Ministério da Defesa";"Fundo do Exército";"09.566.499/0002-54";"PONTAMED FARMACEUTICA LTDA";"02.816.696/0001-54";"PONTA GROSSA";"41250602816696000154550010003099541604476945";"797,60";"02/06/2025";"309954";"1";
"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome";"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome - Unidades com vínculo direto";"05.526.783/0004-08";"MARIA IVONE MANHUARI MUNDURUKU";"***.509.182-**";"JACAREACANGA";"15250605054903000179558900036026131330396910";"799,51";"02/06/2025";"3602613";"890";
"Sem informação";"Sem informação";"10.573.118/0001-62";"QUIOSQUE DO PAO LTDA";"35.362.499/0001-61";"RIO DE JANEIRO";"33250635362499000161550010000000021309501662";"799,99";"02/06/2025";"2";"1";
"Sem informação";"Sem informação";"00.394.502/0180-00";"20044803 RODRIGO PEREIRA DOS SANTOS";"20.044.803/0001-55";"TEOFILO OTONI";"31250620044803000155550010000000801723020030";"800,00";"02/06/2025";"80";"1";
"Ministério da Defesa";"Comando do Exército";"09.536.960/0001-45";"MINEIRAO DISTRIBUIDORA LTDA";"24.371.543/0001-83";"AGUAS DA PRATA";"35250624371543000183550010000025881213791253";"800,00";"02/06/2025";"2588";"1";
"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"00.394.544/0212-63";"CONMED DO BRASIL COM, IMP E EXP DE PROD MED HOSP LTDA";"23.351.545/0003-00";"RIO DE JANEIRO";"33250623351545000300550010000212261869499630";"800,00";"02/06/2025";"21226";"1";
"Ministério da Educação";"Instituto Federal de Educação, Ciência e Tecnologia do Sertão de Pernambuco";"10.830.301/0007-91";"GILIARDE DANILO JUCAR DA SILVA EIRELI";"10.306.897/0001-30";"PETROLINA";"26250610306897000130550010000192941833757254";"800,00";"03/06/2025";"19294";"1";
"Ministério da Defesa";"Fundo do Exército";"09.566.499/0002-54";"CRISTALIA PRODUTOS QUIMICOS FARMACE S LTDA";"44.734.671/0022-86";"ITAPIRA";"35250644734671002286550100006951891225242280";"800,00";"02/06/2025";"695189";"10";
"Ministério da Defesa";"Comando do Exército";"09.631.153/0001-01";"CPLL COMERCIO DE PRODUTOS ALIMENTICIOS LTDA";"37.279.456/0001-42";"RECIFE";"26250637279456000142550010000010821866757800";"800,95";"02/06/2025";"1082";"1";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"00.394.494/0083-82";"CALEVI MINERADORA E COMERCIO LTDA";"03.160.007/0001-69";"BRASILIA";"53250603160007000169550010001071311000691095";"803,60";"03/06/2025";"107131";"1";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"00.394.494/0028-56";"CASA DA MOEDA DO BRASIL";"34.164.319/0005-06";"RIO DE JANEIRO";"33250634164319000506550020007936731106104812";"804,25";"02/06/2025";"793673";"2";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"00.394.494/0030-70";"CASA DA MOEDA DO BRASIL";"34.164.319/0005-06";"RIO DE JANEIRO";"33250634164319000506550020007937721298549611";"804,25";"02/06/2025";"793772";"2";
"Ministério da Defesa";"Comando do Exército";"09.576.614/0001-90";"A M NERES- EPP";"56.304.575/0001-52";"MARABA";"15250656304575000152550010000000141004610340";"804,75";"02/06/2025";"14";"1";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"00.394.494/0022-60";"FERIMPORT COMERCIO, REP. IMPORTACAO LTDA";"01.791.324/0012-00";"LAURO DE FREITAS";"29250601791324001200550000003891081731741894";"805,01";"02/06/2025";"389108";"0";
"Ministério da Educação";"Instituto Federal de Educação, Ciência e Tecnologia do Piauí";"10.806.496/0013-82";"SANTANA DISTRIBUIDORA LTDA";"18.717.757/0001-66";"TERESINA";"22250618717757000166550010000049121249295704";"806,00";"02/06/2025";"4912";"1";
"Ministério da Educação";"Universidade Federal de Pernambuco";"24.134.488/0021-51";"CASA DO LABORATORIO LTDA";"08.772.204/0001-52";"RECIFE";"26250608772204000152550020000851841817505856";"806,00";"02/06/2025";"85184";"2";
"Ministério da Educação";"Universidade Federal do Espírito Santo";"32.479.149/0001-91";"TORRES DISTRIBUIDORA LTDA";"17.182.371/0001-34";"GOIANIA";"52250617182371000134550010000002651918411129";"806,40";"01/06/2025";"265";"1";
"Ministério da Educação";"Instituto Federal de Educação, Ciência e Tecnologia Farroupilha";"10.662.072/0006-62";"VR COMERCIO DE MERCADORIAS LTDA";"40.687.125/0001-56";"ALEGRETE";"43250640687125000156550010000036441598831230";"807,35";"01/06/2025";"3644";"1";
"Ministério da Educação";"Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais";"10.626.896/0002-53";"R. R LEGUMES LTDA";"19.871.268/0001-27";"CONTAGEM";"31250619871268000127550010000643311009738225";"807,55";"02/06/2025";"64331";"1";
"Ministério da Educação";"Universidade Federal do Paraná";"75.095.679/0001-49";"TECPRINTERS TECNOLOGIA  DE IMPRESSAO LTDA";"00.809.489/0001-47";"CURITIBA";"41250600809489000147550010001727311981139253";"807,58";"02/06/2025";"172731";"1";
"Ministério da Defesa";"Comando do Exército";"03.510.668/0001-77";"42 556 958 JULIANO TARCISIO DE PAULA";"42.556.958/0001-03";"JUIZ DE FORA";"31250642556958000103550010000000191000232629";"807,88";"02/06/2025";"19";"1";
"Ministério da Defesa";"Comando do Exército";"09.576.937/0001-84";"R. R LEGUMES LTDA";"19.871.268/0001-27";"CONTAGEM";"31250619871268000127550010000643291009737964";"808,39";"02/06/2025";"64329";"1";
"Ministério da Defesa";"Comando do Exército";"07.624.790/0001-25";"R G XAVIER GUIMARAES LTDA";"32.969.749/0001-38";"MANAUS";"13250632969749000138550010000033291799233058";"808,50";"02/06/2025";"3329";"1";
"Ministério da Defesa";"Comando do Exército";"09.536.960/0001-45";"CA COMERCIO DE ALIMENTOS EIRELI";"28.337.943/0001-23";"CRUZ ALTA";"43250628337943000123550000000166251350277236";"808,50";"02/06/2025";"16625";"0";
"Ministério da Educação";"Ministério da Educação - Unidades com vínculo direto";"00.394.445/0273-01";"EDEN DISTRIBUICAO DE GENEROS E INSUMOS LTDA";"57.117.600/0001-51";"RIO DE JANEIRO";"33250657117600000151550010000001571016664014";"809,20";"02/06/2025";"157";"1";
"Ministério da Defesa";"Comando do Exército";"10.271.737/0001-00";"J.J.VITALLI";"08.658.622/0001-13";"FREDERICO WESTPHALEN";"43250608658622000113550010000458111227570506";"809,92";"02/06/2025";"45811";"1";
"Ministério da Defesa";"Comando do Exército";"09.633.665/0001-07";"W SANTOS CHAVES";"21.860.768/0001-05";"TABATINGA";"13250621860768000105550010000044561206222492";"810,00";"02/06/2025";"4456";"1";
"Ministério da Educação";"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte";"10.877.412/0010-59";"GOLD COMERCIO E IND LTDA-ME";"40.787.863/0001-75";"NATAL";"24250640787863000175550010000215151004640323";"810,00";"01/06/2025";"21515";"1";
"Ministério da Educação";"Fundação Universidade Federal do Piauí";"06.517.387/0001-34";"ROBEVALDO ALVES LIMA LTDA";"63.505.812/0001-09";"TERESINA";"22250663505812000109550010000078541196593338";"810,00";"02/06/2025";"7854";"1";
"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"00.394.544/0036-05";"RN COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA";"36.381.687/0001-08";"JUINA";"51250636381687000108550010000391951003177004";"810,69";"02/06/2025";"39195";"1";
"Ministério da Defesa";"Comando do Exército";"09.622.251/0001-82";"NSA ALIMENTOS LTDA";"18.563.967/0001-47";"JUIZ DE FORA";"31250618563967000147550010000105341040992223";"811,20";"03/06/2025";"10534";"1";
"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome";"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome - Unidades com vínculo direto";"05.526.783/0004-08";"EDINALVA ROSA BARBOSA";"***.879.632-**";"AGUA AZUL DO NORTE";"15250605054903000179558900036041541275197790";"811,20";"02/06/2025";"3604154";"890";
"Ministério da Previdência Social";"Instituto Nacional do Seguro Social";"29.979.036/1160-17";"BLUWIT COMÉRCIO LTDA";"54.687.291/0001-67";"POÁ";"35250654687291000167550010000001081768447285";"812,00";"01/06/2025";"108";"1";
"Ministério da Educação";"Universidade Federal de Minas Gerais";"17.217.985/0048-78";"AGROPECUARIA FAZENDA DO BENTO INDUSTRIA";"38.749.487/0001-82";"SAO DOMINGOS DO PRATA";"31250638749487000182550010000522191473477969";"812,10";"02/06/2025";"52219";"1";
"Ministério da Gestão e da Inovação em Serviços Públicos";"Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto";"00.489.828/0103-80";"SH INFORMATICA LTDA.";"06.048.539/0001-05";"DOURADOS";"50250606048539000105550030001847861128063895";"812,10";"02/06/2025";"184786";"3";
"Ministério da Defesa";"Fundo do Exército";"03.510.668/0002-58";"NSA ALIMENTOS LTDA";"18.563.967/0001-47";"JUIZ DE FORA";"31250618563967000147550010000105321740050862";"813,48";"03/06/2025";"10532";"1";
"Ministério da Defesa";"Comando do Exército";"09.576.937/0001-84";"R. R LEGUMES LTDA";"19.871.268/0001-27";"CONTAGEM";"31250619871268000127550010000643281009737835";"813,77";"02/06/2025";"64328";"1";
"Ministério da Educação";"Instituto Federal de Educação, Ciência e Tecnologia do Piauí";"10.806.496/0015-44";"PHOCUS SERVICOS E REPRESENTACOES LTDA";"05.307.143/0003-26";"TERESINA (PI)";"22250605307143000326550010000013071415268710";"814,29";"02/06/2025";"1307";"1";
"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome";"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome - Unidades com vínculo direto";"05.526.783/0004-08";"FRANCISCA MARIA DA SILVA";"***.939.123-**";"SAO BENEDITO";"23250607954597000152558900015487961760297817";"814,32";"01/06/2025";"1548796";"890";
"Ministério da Defesa";"Comando da Aeronáutica";"00.394.429/0009-68";"HERCILIO CORREIA RODRIGUES - ME";"76.864.677/0001-30";"SAO JOSE";"42250676864677000130550010000118441125513061";"814,80";"02/06/2025";"11844";"1";
"Ministério da Defesa";"Comando do Exército";"09.552.574/0001-47";"DARDOUR TINTAS COMERCIO E SERVICOS LTDA";"10.679.547/0001-19";"CARAGUATATUBA";"35250610679547000119550010000033231593218777";"814,80";"02/06/2025";"3323";"1";
"Sem informação";"Sem informação";"00.394.502/0008-10";"SOLAMARIS DO RIO FORNE. DE FRU ALI LTDA";"40.326.381/0001-18";"RIO DE JANEIRO";"33250640326381000118550010002624411003026440";"815,00";"02/06/2025";"262441";"1";
"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome";"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome - Unidades com vínculo direto";"05.526.783/0004-08";"VALDIR PEREIRA DOS SANTOS";"***.867.308-**";"VIRGEM DA LAPA";"31250616907746000113558900479460631088987042";"815,01";"02/06/2025";"47946063";"890";
"Ministério da Defesa";"Comando do Exército";"10.271.737/0001-00";"JESSICA FERREIRA DE FREITAS";"***.769.890-**";"JAGUARÃO";"43250687958674000181558900609422191015239198";"815,25";"02/06/2025";"60942219";"890";
"Sem informação";"Sem informação";"00.394.502/0091-09";"NNIS ENGENHARIA LTDA";"17.904.043/0001-02";"RIO DE JANEIRO";"33250617904043000102550010000000641902359298";"815,37";"02/06/2025";"64";"1";
"Sem informação";"Sem informação";"00.394.502/0091-09";"NNIS ENGENHARIA LTDA";"17.904.043/0001-02";"RIO DE JANEIRO";"33250617904043000102550010000000651185825421";"815,37";"02/06/2025";"65";"1";
"Sem informação";"Sem informação";"00.394.502/0079-04";"SOLAMARIS DO RIO FORNE. DE FRU ALI LTDA";"40.326.381/0001-18";"RIO DE JANEIRO";"33250640326381000118550010002624351003026388";"816,00";"02/06/2025";"262435";"1";
"Ministério da Defesa";"Comando da Aeronáutica";"00.394.429/0192-00";"HORTIGRAN DIST IMP EXP LTDA";"22.825.574/0001-31";"PORTO VELHO";"11250622825574000131550010003347211862912011";"816,00";"02/06/2025";"334721";"1";
"Sem informação";"Sem informação";"00.394.502/0141-02";"WS DISTRIBUIDORA ALIMENTOS LTDA-EPP";"01.220.638/0001-09";"RIO DE JANEIRO";"33250601220638000109550010000475221000616249";"817,00";"02/06/2025";"47522";"1";
"Ministério da Defesa";"Comando do Exército";"09.576.937/0001-84";"R. R LEGUMES LTDA";"19.871.268/0001-27";"CONTAGEM";"31250619871268000127550010000643331009738483";"818,48";"02/06/2025";"64333";"1";
"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"00.394.544/0047-68";"SCALABRIN BRAZIL CONFECCOES LTDA";"27.248.693/0001-92";"SAO PAULO";"35250627248693000192550010000005381000090068";"818,78";"02/06/2025";"538";"1";
"Ministério da Defesa";"Comando do Exército";"09.595.355/0001-45";"PHM COMERCIO E CONFECCOES LTDA";"35.794.003/0001-29";"JOINVILLE";"42250635794003000129550010000053071807435358";"819,00";"01/06/2025";"5307";"1";
"Ministério da Defesa";"Comando do Exército";"09.565.307/0001-04";"NVIMPORT COMERCIO E SERVICOS LTDA";"18.746.144/0001-57";"BARUERI";"35250618746144000157550010000132421750476946";"820,00";"02/06/2025";"13242";"1";
"Ministério da Defesa";"Comando do Exército";"09.565.307/0001-04";"NVIMPORT COMERCIO E SERVICOS LTDA";"18.746.144/0001-57";"BARUERI";"35250618746144000157550010000132411947629318";"820,00";"02/06/2025";"13241";"1";
"Ministério da Educação";"Instituto Federal de Educação, Ciência e Tecnologia Fluminense";"10.779.511/0002-98";"DADB EQUIPAMENTOS E SERVICOS DE INFORMATICA LTDA";"12.980.808/0001-61";"BRASILIA";"53250612980808000161550010000036611268454711";"820,00";"02/06/2025";"3661";"1";
"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome";"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome - Unidades com vínculo direto";"05.526.783/0004-08";"IDELANDIA DOS SANTOS MORAES";"***.843.113-**";"GRAJAU";"21250603526252000147558902530736611503227820";"821,02";"02/06/2025";"253073661";"890";
"Ministério da Defesa";"Comando do Exército";"09.572.948/0001-96";"PREMIER PECAS AUTOMOTIVAS E SERVICOS EPP";"21.932.461/0001-72";"CAMPO GRANDE";"50250621932461000172550010000014281085446287";"823,68";"02/06/2025";"1428";"1";
"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome";"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome - Unidades com vínculo direto";"05.526.783/0004-08";"JOAO CUPERTINO TEIXEIRA";"***.928.476-**";"VERMELHO NOVO";"31250616907746000113558900479506111670860796";"823,90";"02/06/2025";"47950611";"890";
"Ministério da Defesa";"Comando do Exército";"07.541.172/0001-11";"PECAZERO COMERCIO E SERVICOS DE VEICULOS - EIRELI EPP";"13.699.398/0001-48";"OLINDA";"26250613699398000148550010000090371461665312";"824,47";"02/06/2025";"9037";"1";
"Ministério da Defesa";"Comando do Exército";"09.654.737/0001-00";"GALERIA HORT COMERCIO DE PRODUTOS ALIMENTICIOS EIRELI";"23.441.012/0001-57";"RIO DE JANEIRO";"33250623441012000157550010000085701242798804";"824,50";"02/06/2025";"8570";"1";
"Ministério da Defesa";"Comando do Exército";"09.559.239/0001-70";"AVANCO SERVICOS E COMERCIO DE MATERIAIS PARA CONSTRUCAO LTDA";"40.000.327/0001-88";"BRASILIA";"53250640000327000188550010000016631328416700";"824,54";"02/06/2025";"1663";"1";
"Ministério da Educação";"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte";"10.877.412/0002-49";"PRIME CARNES INDUSTRIA E COMERCIO LTDA";"29.541.660/0001-61";"MACAIBA";"24250629541660000161550010000190111518005123";"825,00";"02/06/2025";"19011";"1";
"Ministério da Educação";"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte";"10.877.412/0002-49";"PRIME CARNES INDUSTRIA E COMERCIO LTDA";"29.541.660/0001-61";"MACAIBA";"24250629541660000161550010000190101518005126";"825,00";"02/06/2025";"19010";"1";
"Ministério da Educação";"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte";"10.877.412/0002-49";"PRIME CARNES INDUSTRIA E COMERCIO LTDA";"29.541.660/0001-61";"MACAIBA";"24250629541660000161550010000190061518005123";"825,00";"02/06/2025";"19006";"1";
"Ministério da Educação";"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte";"10.877.412/0002-49";"PRIME CARNES INDUSTRIA E COMERCIO LTDA";"29.541.660/0001-61";"MACAIBA";"24250629541660000161550010000190071518005120";"825,00";"02/06/2025";"19007";"1";
"Ministério da Educação";"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte";"10.877.412/0002-49";"PRIME CARNES INDUSTRIA E COMERCIO LTDA";"29.541.660/0001-61";"MACAIBA";"24250629541660000161550010000190121518005120";"825,00";"02/06/2025";"19012";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"PANTOGRAF GRAFICA E EDITORA LTDA";"29.055.287/0004-81";"GUARULHOS";"35250629055287000481550010000027711152202502";"826,00";"02/06/2025";"2771";"1";
"Ministério da Defesa";"Comando do Exército";"10.295.746/0001-23";"ASSOCIACAO DAS ASSENTADAS E ASSENTADOS RURAIS DO RIO GRANDE";"52.092.755/0001-67";"SAO GONCALO DO AMARANTE";"24250652092755000167550010000012261966826996";"826,46";"02/06/2025";"1226";"1";
